smiles0,smiles1,charge0,charge1,natoms0,natoms1,system_id,group_orig,group_id,k_index,geom_id,cc_basis,cc_HF,cc_MP2_os,cc_MP2_ss,cc_CCSD_os,cc_CCSD_ss,cc_(T),cc_[T],cc_MP2_all,cc_CCSD(T)_all,cc_delta_CCSD(T),qz_HF,qz_MP2_os,qz_MP2_ss,qz_MP2_all,tz_HF,tz_MP2_os,tz_MP2_ss,tz_MP2_all,cbs_MP2_os,cbs_MP2_ss,cbs_MP2_all,cbs_CCSD(T)_all,espx_HF_es,espx_HF_hl,espx_HF_ovl,espx_MP2_es,espx_MP2_ovl,sapt_es,sapt_ex,sapt_exs2,sapt_ind,sapt_exind,sapt_disp,sapt_exdisp_os,sapt_exdisp_ss,sapt_delta_HF,sapt_all,nn_CCSD(T)_all,nn_CCSD(T)_all_05,nn_CCSD(T)_all_95,xyz,elements,reference,system_name
c1cccnc1,c1cccnc1,0,0,11,11,11249,S66x8,3057162,-5,66867965,avdz,2.2973,-2.83793,-3.05353,-1.5319,-2.44912,-0.80991,-0.81677,-3.59416,-2.49363,1.10053,2.34079,-3.3368900000000004,-3.29315,-4.28925,2.34511,-3.21323,-3.25236,-4.1204800000000015,-3.4271300000000005,-3.32291,-4.40925,-3.30872,-4.15859,3.5623,0.0742,-4.15857,0.07757,-4.13842,7.43493,7.4062800000000015,-1.38981,1.08829,-7.513839999999999,0.27821,0.43273,-0.841,-4.64891,-3.3612800000000003,-3.70139,-3.16452,-0.67268 -1.19471 0.36666 -1.3472 0.00313 0.15214 -0.66456 1.19409 0.379 0.6589 1.13498 0.80886 1.32276 -0.01038 1.01918 0.65129 -1.14899 0.7968 -1.15719 -2.14732 0.20646 -2.37536 0.00841 -0.18229 -1.14263 2.15156 0.22872 1.2141 2.04591 0.99544 1.20042 -2.06553 0.97367 0.99432 -0.01045 4.26089 -0.36172 -0.01186 3.94848 -1.27983 -0.00615 4.99364 -0.80422 0.00077 6.3026 0.49704 0.00223 6.62213 1.36771 -0.00338 5.60272 1.74179 -0.01461 3.47979 -0.69145 -0.01732 2.91819 -2.34428 -0.007 4.80491 -1.49641 0.00535 7.13579 2.41557 -0.00213 5.87702,C C C C N C H H H H H C C C C N C H H H H H,-3.248,48_PyridinePyridineTS
c1cccnc1,c1cccnc1,0,0,11,11,11249,S66x8,3057162,0,66867966,avdz,0.95168,-2.29296,-2.48542,-1.22711,-2.00399,-0.66682,-0.6713,-3.82671,-2.94624,0.8804700000000001,1.00564,-2.66483,-2.6656,-4.3247800000000005,1.0078200000000002,-2.57278,-2.63472,-4.19968,-2.732,-2.68812,-4.41448,-3.5340199999999995,-3.05571,1.83065,0.0502,-3.0114400000000003,0.053020000000000005,-3.03975,4.66239,4.65121,-0.85567,0.60017,-5.95832,0.18159,0.29275,-0.52756,-4.64441,-3.58056,-3.77193,-3.4249300000000003,-0.67268 -1.19471 0.36666 -1.3472 0.00313 0.15214 -0.66456 1.19409 0.379 0.6589 1.13498 0.80886 1.32276 -0.01038 1.01918 0.65129 -1.14899 0.7968 -1.15719 -2.14732 0.20646 -2.37536 0.00841 -0.18229 -1.14263 2.15156 0.22872 1.2141 2.04591 0.99544 1.20042 -2.06553 0.97367 0.95314 -0.01127 4.40028 -0.40291 -0.01268 4.08786 -1.32101 -0.00696 5.13303 -0.84541 -5e-05 6.44199 0.45586 0.00141 6.76152 1.32653 -0.0042 5.74211 1.7006 -0.01543 3.61918 -0.73264 -0.01814 3.05758 -2.38546 -0.00781 4.9443 -1.53759 0.00454 7.27518 2.37438 -0.00295 6.01641,C C C C N C H H H H H C C C C N C H H H H H,-3.492,48_PyridinePyridineTS
c1cccnc1,c1cccnc1,0,0,11,11,11249,S66x8,3057162,5,66867967,avdz,0.14907,-1.8577,-2.03135,-0.98214,-1.64438,-0.54952,-0.5523899999999999,-3.73998,-3.02697,0.71301,0.2057,-2.13781,-2.1675,-4.09962,0.20612,-2.06885,-2.14411,-4.00684,-2.18814,-2.18457,-4.1670099999999985,-3.454,-2.31496,0.7756,0.03383,-2.2427,0.03613,-2.30316,2.92022,2.91594,-0.54424,0.32903000000000004,-4.7604,0.11758,0.19743,-0.34617,-4.3897,-3.50434,-3.66467,-3.36785,-0.67268 -1.19471 0.36666 -1.3472 0.00313 0.15214 -0.66456 1.19409 0.379 0.6589 1.13498 0.80886 1.32276 -0.01038 1.01918 0.65129 -1.14899 0.7968 -1.15719 -2.14732 0.20646 -2.37536 0.00841 -0.18229 -1.14263 2.15156 0.22872 1.2141 2.04591 0.99544 1.20042 -2.06553 0.97367 0.91234 -0.01207 4.53838 -0.44371 -0.01349 4.22596 -1.36181 -0.00777 5.27113 -0.88621 -0.00086 6.58009 0.41506 0.00061 6.89962 1.28572 -0.00501 5.88021 1.6598 -0.01624 3.75728 -0.77344 -0.01894 3.19568 -2.42626 -0.00862 5.0824 -1.57839 0.00373 7.41328 2.33358 -0.00376 6.15451,C C C C N C H H H H H C C C C N C H H H H H,-3.426,48_PyridinePyridineTS
c1cccnc1,c1cccnc1,0,0,11,11,11249,S66x8,3057162,10,66867968,avdz,-0.31351,-1.50961,-1.66769,-0.78559,-1.35372,-0.45339,-0.45516,-3.4908,-2.90621,0.5845899999999999,-0.2576,-1.7236,-1.7713299999999998,-3.75253,-0.25859,-1.67153,-1.75363,-3.68376,-1.7616,-1.78425,-3.80345,-3.21886,-1.80939,0.14607,0.02273,-1.72092,0.02455,-1.80112,1.83026,1.82866,-0.36063,0.1802,-3.83307,0.07562999999999999,0.13283,-0.24362,-4.0195,-3.28302,-3.40725,-3.1631400000000003,-0.67268 -1.19471 0.36666 -1.3472 0.00313 0.15214 -0.66456 1.19409 0.379 0.6589 1.13498 0.80886 1.32276 -0.01038 1.01918 0.65129 -1.14899 0.7968 -1.15719 -2.14732 0.20646 -2.37536 0.00841 -0.18229 -1.14263 2.15156 0.22872 1.2141 2.04591 0.99544 1.20042 -2.06553 0.97367 0.87193 -0.01288 4.67515 -0.48412 -0.01429 4.36273 -1.40222 -0.00857 5.4079 -0.92662 -0.00166 6.71686 0.37465 -0.0002 7.03639 1.24531 -0.00581 6.01697 1.61939 -0.01704 3.89405 -0.81385 -0.01975 3.33245 -2.46667 -0.00942 5.21916 -1.6188 0.00293 7.55005 2.29317 -0.00456 6.29128,C C C C N C H H H H H C C C C N C H H H H H,-3.202,48_PyridinePyridineTS
c1cccnc1,c1cccnc1,0,0,11,11,11249,S66x8,3057162,25,66867969,avdz,-0.73852,-0.82481,-0.94726,-0.40007,-0.77086,-0.25669000000000003,-0.25674,-2.51059,-2.16614,0.34445,-0.68789,-0.9304,-0.9958,-2.61409,-0.6914399999999999,-0.90653,-0.98822,-2.5862,-0.94781,-1.0013299999999998,-2.6370400000000003,-2.29259,-1.01613,-0.5213,0.006790000000000001,-0.91864,0.0076,-1.01561,0.45628,0.4562100000000001,-0.13660999999999998,0.03045,-2.09093,0.01948,0.03975,-0.12546,-2.82266,-2.35922,-2.4545,-2.26041,-0.67268 -1.19471 0.36666 -1.3472 0.00313 0.15214 -0.66456 1.19409 0.379 0.6589 1.13498 0.80886 1.32276 -0.01038 1.01918 0.65129 -1.14899 0.7968 -1.15719 -2.14732 0.20646 -2.37536 0.00841 -0.18229 -1.14263 2.15156 0.22872 1.2141 2.04591 0.99544 1.20042 -2.06553 0.97367 0.75239 -0.01525 5.07972 -0.60366 -0.01666 4.76731 -1.52176 -0.01095 5.81248 -1.04616 -0.00403 7.12144 0.25511 -0.00257 7.44097 1.12578 -0.00818 6.42155 1.49985 -0.01941 4.29862 -0.93338 -0.02212 3.73703 -2.58621 -0.01179 5.62374 -1.73834 0.00056 7.95463 2.17363 -0.00693 6.69586,C C C C N C H H H H H C C C C N C H H H H H,-2.294,48_PyridinePyridineTS
c1cccnc1,c1cccnc1,0,0,11,11,11249,S66x8,3057162,50,66867970,avdz,-0.58507,-0.32311,-0.40334,-0.12853,-0.32563000000000003,-0.10435,-0.10357,-1.31152,-1.1435799999999998,0.16794,-0.54898,-0.36797,-0.42103,-1.33798,-0.55242,-0.3591,-0.41899,-1.33052,-0.37444,-0.42252,-1.34594,-1.178,-0.54289,-0.49258,0.00088,-0.47121,0.00105,-0.545,0.04962,0.04962,-0.04907,0.00205,-0.8690899999999999,0.00194,0.00502,-0.06563,-1.47016,-1.19915,-1.27727,-1.11779,-0.67268 -1.19471 0.36666 -1.3472 0.00313 0.15214 -0.66456 1.19409 0.379 0.6589 1.13498 0.80886 1.32276 -0.01038 1.01918 0.65129 -1.14899 0.7968 -1.15719 -2.14732 0.20646 -2.37536 0.00841 -0.18229 -1.14263 2.15156 0.22872 1.2141 2.04591 0.99544 1.20042 -2.06553 0.97367 0.55693 -0.01912 5.74128 -0.79912 -0.02054 5.42886 -1.71722 -0.01482 6.47403 -1.24162 -0.0079 7.78299 0.05965 -0.00644 8.10252 0.93032 -0.01205 7.08311 1.30439 -0.02329 4.96018 -1.12885 -0.02599 4.39858 -2.78167 -0.01567 6.2853 -1.9338 -0.00332 8.61618 1.97817 -0.01081 7.35741,C C C C N C H H H H H C C C C N C H H H H H,-1.188,48_PyridinePyridineTS
c1cccnc1,c1cccnc1,0,0,11,11,11249,S66x8,3057162,100,66867971,avdz,-0.25336,-0.06398,-0.09931,-0.00813,-0.07877,-0.02217,-0.02134,-0.41664,-0.36244,0.05421,-0.23995,-0.07911,-0.10381,-0.42287,-0.24122,-0.07621,-0.1034,-0.42083,-0.08123,-0.10411,-0.42529,-0.37108,-0.22774,-0.22729,2e-05,-0.19614,2e-05,-0.22879,0.00108,0.00108,-0.01216,3e-05,-0.21652,3e-05,8e-05,-0.02147,-0.47773,-0.39209,-0.4273,-0.35388000000000003,-0.67268 -1.19471 0.36666 -1.3472 0.00313 0.15214 -0.66456 1.19409 0.379 0.6589 1.13498 0.80886 1.32276 -0.01038 1.01918 0.65129 -1.14899 0.7968 -1.15719 -2.14732 0.20646 -2.37536 0.00841 -0.18229 -1.14263 2.15156 0.22872 1.2141 2.04591 0.99544 1.20042 -2.06553 0.97367 0.17334 -0.02673 7.03956 -1.18271 -0.02814 6.72715 -2.10081 -0.02243 7.77232 -1.62521 -0.01551 9.08128 -0.32394 -0.01405 9.4008 0.54672 -0.01966 8.38139 0.9208 -0.03089 6.25846 -1.51244 -0.0336 5.69687 -3.16526 -0.02328 7.58358 -2.31739 -0.01093 9.91447 1.59458 -0.01841 8.65569,C C C C N C H H H H H C C C C N C H H H H H,-0.378,48_PyridinePyridineTS
c1ccccc1,c1cccnc1,0,0,12,11,16225,S66x8,3057531,-10,66870916,avdz,5.28391,-3.73651,-3.90069,-2.08964,-3.08565,-1.0053,-1.01654,-2.3533,-0.8966799999999999,1.45662,5.23151,-4.39966,-4.21882,-3.38697,5.2295300000000005,-4.23527,-4.166919999999998,-3.17265,-4.51962,-4.25669,-3.5448,-2.08818,-5.36768,7.19502,0.11502,-5.36369,0.11684,-5.37099,12.39895,12.29202,-2.52795,2.20665,-10.06181,0.47005,0.7081,-1.7373,-3.91432,-2.19477,-2.86251,-1.96272,0.84508 1.05792 0.69945 1.37551 -0.21746 0.51116 0.52407 -1.30704 0.33319 -0.85772 -1.12146 0.34638 -1.38805 0.15363 0.53761 -0.53661 1.24342 0.71274 1.50641 1.90322 0.83338 2.44718 -0.36147 0.50285 0.93573 -2.29603 0.18492 -1.51838 -1.96646 0.20836 -2.45972 0.29742 0.55003 -0.94892 2.23281 0.85737 0.16807 1.09482 4.10831 -0.01627 -0.21681 3.68302 -0.17812 -1.20184 4.65188 -0.14892 -0.83451 5.99497 0.02759 0.42415 6.41969 0.18227 1.36211 5.47481 0.29831 1.89585 3.39443 -0.03284 -0.45993 2.62967 -0.32466 -2.23705 4.37711 -0.27252 -1.58202 6.76907 0.32405 2.37464 5.83271,C C C C C C H H H H H H C C C C N C H H H H H,-1.992,49_BenzenePyridineTS
c1ccccc1,c1cccnc1,0,0,12,11,16225,S66x8,3057531,-5,66870917,avdz,2.68604,-2.93138,-3.09754,-1.61816,-2.47133,-0.81093,-0.81795,-3.34287,-2.21437,1.12849,2.68066,-3.40838,-3.32904,-4.05675,2.68001,-3.2904400000000003,-3.29136,-3.90179,-3.49445,-3.35653,-4.17031,-3.04182,-3.71725,3.9579,0.07597999999999999,-3.64952,0.07791000000000001,-3.72473,7.54617,7.5053,-1.45869,1.1792200000000002,-7.73232,0.3005,0.46505,-1.09132,-4.51612,-3.12079,-3.40255,-2.91184,0.84508 1.05792 0.69945 1.37551 -0.21746 0.51116 0.52407 -1.30704 0.33319 -0.85772 -1.12146 0.34638 -1.38805 0.15363 0.53761 -0.53661 1.24342 0.71274 1.50641 1.90322 0.83338 2.44718 -0.36147 0.50285 0.93573 -2.29603 0.18492 -1.51838 -1.96646 0.20836 -2.45972 0.29742 0.55003 -0.94892 2.23281 0.85737 0.16602 1.06182 4.27069 -0.01832 -0.24981 3.8454 -0.18017 -1.23485 4.81426 -0.15097 -0.86751 6.15735 0.02554 0.39115 6.58206 0.18023 1.32911 5.63719 0.29626 1.86284 3.5568 -0.03489 -0.49293 2.79205 -0.32671 -2.27006 4.53948 -0.27456 -1.61503 6.93145 0.322 2.34163 5.99509,C C C C C C H H H H H H C C C C N C H H H H H,-2.975,49_BenzenePyridineTS
c1ccccc1,c1cccnc1,0,0,12,11,16225,S66x8,3057531,0,66870918,avdz,1.14968,-2.31073,-2.47352,-1.25462,-1.98725,-0.65608,-0.6603899999999999,-3.63457,-2.74825,0.88631,1.17201,-2.6579900000000003,-2.64328,-4.12926,1.17193,-2.57261,-2.61573,-4.01642,-2.7202900000000003,-2.66338,-4.21166,-3.32535,-2.67551,2.0199,0.05004,-2.56918,0.05184,-2.68231,4.57958,4.56425,-0.8673200000000001,0.62421,-6.00425,0.19063,0.30601,-0.68478,-4.53823,-3.39341,-3.55301,-3.2469900000000003,0.84508 1.05792 0.69945 1.37551 -0.21746 0.51116 0.52407 -1.30704 0.33319 -0.85772 -1.12146 0.34638 -1.38805 0.15363 0.53761 -0.53661 1.24342 0.71274 1.50641 1.90322 0.83338 2.44718 -0.36147 0.50285 0.93573 -2.29603 0.18492 -1.51838 -1.96646 0.20836 -2.45972 0.29742 0.55003 -0.94892 2.23281 0.85737 0.16401 1.02949 4.42972 -0.02032 -0.28213 4.00443 -0.18217 -1.26717 4.97329 -0.15297 -0.89984 6.31638 0.02354 0.35882 6.7411 0.17822 1.29678 5.79622 0.29425 1.83052 3.71583 -0.03689 -0.52525 2.95108 -0.32872 -2.30238 4.69852 -0.27657 -1.64735 7.09048 0.31999 2.30931 6.15412,C C C C C C H H H H H H C C C C N C H H H H H,-3.28,49_BenzenePyridineTS
c1ccccc1,c1cccnc1,0,0,12,11,16225,S66x8,3057531,5,66870919,avdz,0.25552,-1.82827,-1.98509,-0.97251,-1.60363,-0.53177,-0.53433,-3.55784,-2.85239,0.70545,0.29279,-2.08503,-2.11064,-3.90287,0.29271,-2.02262,-2.09036,-3.82027,-2.13057,-2.12543,-3.96321,-3.25775,-2.00354,0.8684799999999999,0.03283,-1.87585,0.03439,-2.00815,2.76727,2.76167,-0.53559,0.32718,-4.70634,0.11998,0.20141,-0.43813,-4.27236,-3.31661,-3.45051,-3.19151,0.84508 1.05792 0.69945 1.37551 -0.21746 0.51116 0.52407 -1.30704 0.33319 -0.85772 -1.12146 0.34638 -1.38805 0.15363 0.53761 -0.53661 1.24342 0.71274 1.50641 1.90322 0.83338 2.44718 -0.36147 0.50285 0.93573 -2.29603 0.18492 -1.51838 -1.96646 0.20836 -2.45972 0.29742 0.55003 -0.94892 2.23281 0.85737 0.16204 0.99767 4.58631 -0.0223 -0.31396 4.16102 -0.18415 -1.299 5.12988 -0.15495 -0.93166 6.47297 0.02156 0.327 6.89769 0.17625 1.26496 5.95281 0.29228 1.79869 3.87243 -0.03887 -0.55708 3.10768 -0.33069 -2.33421 4.85511 -0.27854 -1.67918 7.24707 0.31802 2.27748 6.31072,C C C C C C H H H H H H C C C C N C H H H H H,-3.229,49_BenzenePyridineTS
c1ccccc1,c1cccnc1,0,0,12,11,16225,S66x8,3057531,10,66870920,avdz,-0.24945,-1.45208,-1.60168,-0.7533,-1.29952,-0.43178,-0.43321,-3.30321,-2.73405,0.56916,-0.20415,-1.6457400000000002,-1.69547,-3.54536,-0.20465,-1.59956,-1.68047,-3.4846699999999995,-1.67943,-1.70642,-3.59001,-3.02085,-1.56057,0.19695,0.02147,-1.42319,0.02275,-1.5633,1.66672,1.66474,-0.34687,0.17052,-3.72397,0.07505,0.13247,-0.29321,-3.8826,-3.08439,-3.19726,-2.97094,0.84508 1.05792 0.69945 1.37551 -0.21746 0.51116 0.52407 -1.30704 0.33319 -0.85772 -1.12146 0.34638 -1.38805 0.15363 0.53761 -0.53661 1.24342 0.71274 1.50641 1.90322 0.83338 2.44718 -0.36147 0.50285 0.93573 -2.29603 0.18492 -1.51838 -1.96646 0.20836 -2.45972 0.29742 0.55003 -0.94892 2.23281 0.85737 0.16009 0.9663 4.74064 -0.02424 -0.34533 4.31535 -0.18609 -1.33036 5.28421 -0.15689 -0.96303 6.6273 0.01962 0.29563 7.05202 0.1743 1.23359 6.10714 0.29033 1.76733 4.02675 -0.04081 -0.58845 3.262 -0.33264 -2.36557 5.00944 -0.28049 -1.71054 7.4014 0.31607 2.24612 6.46504,C C C C C C H H H H H H C C C C N C H H H H H,-3.004,49_BenzenePyridineTS
c1ccccc1,c1cccnc1,0,0,12,11,16225,S66x8,3057531,25,66870921,avdz,-0.70799,-0.74342,-0.8683299999999999,-0.34715,-0.70936,-0.2339,-0.23385,-2.3197400000000004,-1.9984,0.32134,-0.65246,-0.83859,-0.91033,-2.40138,-0.6551600000000001,-0.81824,-0.90425,-2.37765,-0.85344,-0.91476,-2.42066,-2.09932,-0.89628,-0.49327,0.00589,-0.76559,0.00648,-0.8992100000000001,0.36046,0.36039,-0.12775,0.02459,-1.94428,0.01782,0.03692,-0.12694,-2.65838,-2.16473,-2.25318,-2.07333,0.84508 1.05792 0.69945 1.37551 -0.21746 0.51116 0.52407 -1.30704 0.33319 -0.85772 -1.12146 0.34638 -1.38805 0.15363 0.53761 -0.53661 1.24342 0.71274 1.50641 1.90322 0.83338 2.44718 -0.36147 0.50285 0.93573 -2.29603 0.18492 -1.51838 -1.96646 0.20836 -2.45972 0.29742 0.55003 -0.94892 2.23281 0.85737 0.15438 0.8742 5.19378 -0.02996 -0.43743 4.76849 -0.19181 -1.42246 5.73735 -0.1626 -1.05513 7.08044 0.01391 0.20353 7.50516 0.16859 1.14149 6.56028 0.28462 1.67523 4.4799 -0.04652 -0.68055 3.71514 -0.33835 -2.45767 5.46258 -0.2862 -1.80264 7.85454 0.31036 2.15402 6.91818,C C C C C C H H H H H H C C C C N C H H H H H,-2.103,49_BenzenePyridineTS
c1ccccc1,c1cccnc1,0,0,12,11,16225,S66x8,3057531,50,66870922,avdz,-0.5669,-0.2644,-0.34791,-0.0907,-0.28432,-0.08945,-0.08905,-1.1792,-1.03137,0.14784,-0.52223,-0.30594,-0.36257,-1.19075,-0.52622,-0.29844,-0.36111,-1.18577,-0.31142,-0.36364,-1.19729,-1.04945,-0.5062300000000001,-0.4708,0.00067,-0.41608,0.00078,-0.51079,0.03168,0.03168,-0.04464,0.00156,-0.76835,0.00157,0.0041,-0.06092,-1.3458,-1.07038,-1.14618,-0.99167,0.84508 1.05792 0.69945 1.37551 -0.21746 0.51116 0.52407 -1.30704 0.33319 -0.85772 -1.12146 0.34638 -1.38805 0.15363 0.53761 -0.53661 1.24342 0.71274 1.50641 1.90322 0.83338 2.44718 -0.36147 0.50285 0.93573 -2.29603 0.18492 -1.51838 -1.96646 0.20836 -2.45972 0.29742 0.55003 -0.94892 2.23281 0.85737 0.14513 0.72504 5.92765 -0.03921 -0.58659 5.50236 -0.20106 -1.57162 6.47122 -0.17185 -1.20429 7.81431 0.00466 0.05437 8.23902 0.15934 0.99233 7.29415 0.27537 1.52607 5.21376 -0.05577 -0.82971 4.44901 -0.3476 -2.60683 6.19644 -0.29545 -1.9518 8.58841 0.30111 2.00486 7.65205,C C C C C C H H H H H H C C C C N C H H H H H,-1.06,49_BenzenePyridineTS
c1ccccc1,c1cccnc1,0,0,12,11,16225,S66x8,3057531,100,66870923,avdz,-0.25027,-0.0439,-0.07937999999999999,0.00337,-0.06479,-0.017580000000000002,-0.01726,-0.37354,-0.32927,0.04427,-0.23456,-0.05757,-0.08291,-0.37504,-0.23623,-0.05501,-0.08262,-0.37386,-0.05944,-0.08313,-0.37713,-0.33285,-0.22458000000000006,-0.22431,1e-05,-0.18602,1e-05,-0.22623,0.0007,0.0007,-0.00973,3e-05,-0.18146,2e-05,5e-05,-0.02267,-0.43931,-0.35545,-0.37876,-0.3296,0.84508 1.05792 0.69945 1.37551 -0.21746 0.51116 0.52407 -1.30704 0.33319 -0.85772 -1.12146 0.34638 -1.38805 0.15363 0.53761 -0.53661 1.24342 0.71274 1.50641 1.90322 0.83338 2.44718 -0.36147 0.50285 0.93573 -2.29603 0.18492 -1.51838 -1.96646 0.20836 -2.45972 0.29742 0.55003 -0.94892 2.23281 0.85737 0.12714 0.43496 7.35489 -0.0572 -0.87667 6.92959 -0.21905 -1.86171 7.89845 -0.18985 -1.49437 9.24154 -0.01334 -0.23571 9.66626 0.14135 0.70225 8.72138 0.25738 1.23598 6.641 -0.07377 -1.11979 5.87625 -0.36559 -2.89692 7.62368 -0.31344 -2.24189 10.01564 0.28312 1.71477 9.07929,C C C C C C H H H H H H C C C C N C H H H H H,-0.339,49_BenzenePyridineTS
C#C,c1ccccc1,0,0,4,12,12726,S66x8,3057207,-10,66868324,avdz,2.91062,-2.11333,-2.56754,-0.9005299999999999,-2.12746,-0.6118600000000001,-0.59395,-1.77025,-0.72923,1.04102,2.78515,-2.71404,-2.8423700000000003,-2.77126,2.77218,-2.56657,-2.79874,-2.59312,-2.82166,-2.87421,-2.91071,-1.86969,-4.19657,4.97123,0.08321,-4.06388,0.085,-4.20471,9.02662,8.94084,-1.83535,1.18478,-6.7294100000000014,0.27801,0.41182,-1.6570599999999998,-3.5253,-2.0653900000000003,-2.31993,-1.84405,0.00545 0.06689 3.42749 0.00911 0.08647 4.63987 0.00244 0.04934 2.36341 0.01222 0.10365 5.70106 0.83661 1.11486 0.23101 1.38419 -0.16697 0.26006 0.54748 -1.28185 0.28693 -0.83667 -1.115 0.28456 -1.38416 0.16685 0.25561 -0.5475 1.28175 0.22898 1.48545 1.97968 0.2147 2.45768 -0.29629 0.26606 0.97192 -2.27598 0.31388 -1.48555 -1.97957 0.3097 -2.45764 0.29646 0.25854 -0.97214 2.276 0.21116,C C H H C C C C C C H H H H H H,-1.784,50_BenzeneEthyneCHpi
C#C,c1ccccc1,0,0,4,12,12726,S66x8,3057207,-5,66868325,avdz,0.98483,-1.60914,-2.00844,-0.65161,-1.6844,-0.48558,-0.46918,-2.63274,-1.83675,0.79599,0.91883,-2.04965,-2.21146,-3.34228,0.91015,-1.94297,-2.1800200000000003,-3.2128400000000004,-2.1275,-2.2344,-3.44307,-2.6470700000000003,-3.16203,2.36506,0.05409,-2.96779,0.05585,-3.18317,5.4265300000000005,5.39389,-1.1214,0.62098,-5.12642,0.17557,0.26721,-1.05464,-3.99535,-2.81052,-2.96206,-2.6650400000000003,0.00564 0.07079 3.5938 0.0093 0.09038 4.80618 0.00263 0.05324 2.52973 0.01241 0.10755 5.86737 0.83661 1.11486 0.23101 1.38419 -0.16697 0.26006 0.54748 -1.28185 0.28693 -0.83667 -1.115 0.28456 -1.38416 0.16685 0.25561 -0.5475 1.28175 0.22898 1.48545 1.97968 0.2147 2.45768 -0.29629 0.26606 0.97192 -2.27598 0.31388 -1.48555 -1.97957 0.3097 -2.45764 0.29646 0.25854 -0.97214 2.276 0.21116,C C H H C C C C C C H H H H H H,-2.585,50_BenzeneEthyneCHpi
C#C,c1ccccc1,0,0,4,12,12726,S66x8,3057207,0,66868326,avdz,-0.09868,-1.22744,-1.57921,-0.46438,-1.33869,-0.38632,-0.37155,-2.9053400000000003,-2.2880700000000003,0.61726,-0.12314,-1.55519,-1.73048,-3.40881,-0.12854000000000002,-1.47736,-1.70772,-3.31362,-1.61198,-1.74708,-3.48221,-2.86495,-2.48326,0.8482700000000001,0.035,-2.25928,0.03656,-2.50624,3.2468,3.23457,-0.71226,0.32248000000000004,-3.94424,0.10963,0.17398,-0.66695,-3.97679,-2.98913,-3.1024,-2.87878,0.00583 0.07462 3.75673 0.00949 0.0942 4.96911 0.00282 0.05706 2.69266 0.0126 0.11137 6.03031 0.83661 1.11486 0.23101 1.38419 -0.16697 0.26006 0.54748 -1.28185 0.28693 -0.83667 -1.115 0.28456 -1.38416 0.16685 0.25561 -0.5475 1.28175 0.22898 1.48545 1.97968 0.2147 2.45768 -0.29629 0.26606 0.97192 -2.27598 0.31388 -1.48555 -1.97957 0.3097 -2.45764 0.29646 0.25854 -0.97214 2.276 0.21116,C C H H C C C C C C H H H H H H,-2.822,50_BenzeneEthyneCHpi
C#C,c1ccccc1,0,0,4,12,12726,S66x8,3057207,5,66868327,avdz,-0.68014,-0.93626,-1.24761,-0.32293,-1.0678299999999998,-0.30774,-0.29458,-2.86401,-2.3786400000000003,0.48537,-0.6773,-1.18451,-1.36135,-3.22317,-0.68024,-1.12716,-1.34479,-3.1522,-1.22636,-1.37344,-3.27711,-2.79173,-2.01904,-0.013880000000000002,0.02253,-1.78519,0.02383,-2.03927,1.93002,1.92553,-0.47065,0.16560999999999998,-3.06223,0.06776,0.11338,-0.4244,-3.71979,-2.9047,-3.0028200000000003,-2.80313,0.00601 0.07838 3.9172 0.00968 0.09796 5.12958 0.00301 0.06083 2.85313 0.01279 0.11514 6.19078 0.83661 1.11486 0.23101 1.38419 -0.16697 0.26006 0.54748 -1.28185 0.28693 -0.83667 -1.115 0.28456 -1.38416 0.16685 0.25561 -0.5475 1.28175 0.22898 1.48545 1.97968 0.2147 2.45768 -0.29629 0.26606 0.97192 -2.27598 0.31388 -1.48555 -1.97957 0.3097 -2.45764 0.29646 0.25854 -0.97214 2.276 0.21116,C C H H C C C C C C H H H H H H,-2.764,50_BenzeneEthyneCHpi
C#C,c1ccccc1,0,0,4,12,12726,S66x8,3057207,10,66868328,avdz,-0.96533,-0.7136899999999999,-0.99087,-0.21642,-0.85557,-0.24546,-0.23381,-2.66989,-2.28278,0.38711,-0.94408,-0.90582,-1.07728,-2.92718,-0.94551,-0.86301,-1.06515,-2.87367,-0.93706,-1.0861299999999998,-2.96727,-2.58015,-1.6881099999999998,-0.48222,0.01444,-1.45653,0.01547,-1.70494,1.14063,1.13902,-0.32389,0.08432,-2.3995,0.04156,0.07376,-0.27751,-3.3655699999999995,-2.68382,-2.77305,-2.59197,0.0062 0.08209 4.07538 0.00986 0.10167 5.28775 0.00319 0.06454 3.0113 0.01297 0.11885 6.34895 0.83661 1.11486 0.23101 1.38419 -0.16697 0.26006 0.54748 -1.28185 0.28693 -0.83667 -1.115 0.28456 -1.38416 0.16685 0.25561 -0.5475 1.28175 0.22898 1.48545 1.97968 0.2147 2.45768 -0.29629 0.26606 0.97192 -2.27598 0.31388 -1.48555 -1.97957 0.3097 -2.45764 0.29646 0.25854 -0.97214 2.276 0.21116,C C H H C C C C C C H H H H H H,-2.563,50_BenzeneEthyneCHpi
